suite,scenario,scenario_file,seed,mode,planner,heuristic_weight,allocator,coordination_variant,makespan,total_path_length,avg_task_completion_time,wait_count,collision_count,replanning_count,general_replanning_count,micro_replanning_count,completed_tasks,total_tasks,task_completion_times,throughput,fairness_task_std,fairness_task_cv,tasks_completed_per_robot,congestion_heatmap,planner_expanded_nodes_total,planner_time_ms_total,planner_path_cost_total,delay_event_count,dynamic_block_replans
coordination,bottleneck_shelves,bottleneck_shelves.json,23,coordinated,astar,1.0,greedy,no_micro_replan,36,137,23.25,43,1,180,180,0,8,8,"{'T1': 22, 'T2': 20, 'T3': 18, 'T4': 19, 'T5': 18, 'T6': 33, 'T7': 32, 'T8': 24}",0.2222,0.4899,0.3062,"{'R1': 1, 'R2': 2, 'R3': 2, 'R4': 1, 'R5': 2}","{'2,0': 2, '3,0': 2, '4,0': 2, '5,0': 2, '6,0': 3, '7,0': 2, '8,0': 2, '9,0': 2, '10,0': 2, '11,0': 2, '12,0': 2, '0,1': 1, '1,1': 2, '2,1': 3, '6,1': 1, '12,1': 16, '13,1': 1, '0,2': 1, '2,2': 1, '4,2': 1, '6,2': 1, '8,2': 3, '12,2': 1, '13,2': 1, '0,3': 1, '2,3': 5, '3,3': 5, '4,3': 6, '5,3': 5, '6,3': 8, '7,3': 6, '8,3': 9, '9,3': 5, '10,3': 5, '11,3': 4, '12,3': 5, '13,3': 1, '0,4': 1, '2,4': 1, '6,4': 1, '12,4': 4, '13,4': 1, '0,5': 1, '1,5': 18, '2,5': 3, '6,5': 1, '12,5': 3, '13,5': 1, '0,6': 1, '2,6': 2, '6,6': 1, '12,6': 2, '13,6': 1, '2,7': 2, '3,7': 1, '4,7': 1, '5,7': 1, '6,7': 3, '7,7': 1, '8,7': 1, '9,7': 1, '10,7': 2, '11,7': 2, '12,7': 2}",1628,21.99,796,0,0
coordination,bottleneck_shelves,bottleneck_shelves.json,23,coordinated,astar,1.0,greedy,full,36,137,23.25,43,0,182,180,2,8,8,"{'T1': 22, 'T2': 20, 'T3': 18, 'T4': 19, 'T5': 18, 'T6': 33, 'T7': 32, 'T8': 24}",0.2222,0.4899,0.3062,"{'R1': 1, 'R2': 2, 'R3': 2, 'R4': 1, 'R5': 2}","{'2,0': 2, '3,0': 2, '4,0': 2, '5,0': 2, '6,0': 3, '7,0': 2, '8,0': 2, '9,0': 2, '10,0': 2, '11,0': 2, '12,0': 2, '0,1': 1, '1,1': 2, '2,1': 3, '6,1': 1, '12,1': 16, '13,1': 1, '0,2': 1, '2,2': 1, '4,2': 1, '6,2': 1, '8,2': 3, '12,2': 1, '13,2': 1, '0,3': 1, '2,3': 5, '3,3': 5, '4,3': 6, '5,3': 5, '6,3': 8, '7,3': 6, '8,3': 9, '9,3': 5, '10,3': 5, '11,3': 4, '12,3': 5, '13,3': 1, '0,4': 1, '2,4': 1, '6,4': 1, '12,4': 4, '13,4': 1, '0,5': 1, '1,5': 18, '2,5': 3, '6,5': 1, '12,5': 3, '13,5': 1, '0,6': 1, '2,6': 2, '6,6': 1, '12,6': 2, '13,6': 1, '2,7': 2, '3,7': 1, '4,7': 1, '5,7': 1, '6,7': 3, '7,7': 1, '8,7': 1, '9,7': 1, '10,7': 2, '11,7': 2, '12,7': 2}",1634,21.771,800,0,0
coordination,high_load_6r_30t,high_load_6r_30t.json,29,coordinated,astar,1.0,greedy,vertex_only,449,766,67.407,1934,0,3378,2700,678,27,30,"{'T1': 25, 'T10': 37, 'T11': 45, 'T12': 50, 'T13': 60, 'T14': 75, 'T15': 66, 'T16': 67, 'T17': 73, 'T18': 75, 'T19': 101, 'T2': 31, 'T21': 84, 'T22': 92, 'T23': 93, 'T24': 96, 'T25': 115, 'T26': 134, 'T29': 118, 'T3': 13, 'T30': 130, 'T4': 18, 'T5': 18, 'T6': 25, 'T7': 52, 'T8': 72, 'T9': 55}",0.0601,0.7638,0.1697,"{'R1': 5, 'R2': 3, 'R3': 5, 'R4': 4, 'R5': 5, 'R6': 5}","{'0,0': 6, '1,0': 8, '2,0': 10, '3,0': 9, '4,0': 9, '5,0': 7, '6,0': 7, '7,0': 6, '8,0': 6, '9,0': 6, '10,0': 5, '11,0': 5, '12,0': 3, '13,0': 3, '14,0': 3, '15,0': 2, '0,1': 4, '1,1': 3, '2,1': 6, '3,1': 4, '9,1': 1, '11,1': 2, '13,1': 2, '14,1': 4, '15,1': 3, '0,2': 5, '1,2': 5, '2,2': 5, '3,2': 7, '4,2': 7, '5,2': 7, '6,2': 7, '7,2': 7, '8,2': 7, '9,2': 8, '10,2': 8, '11,2': 11, '12,2': 7, '13,2': 6, '14,2': 4, '15,2': 3, '0,3': 5, '1,3': 2, '11,3': 6, '13,3': 4, '14,3': 4, '15,3': 3, '0,4': 5, '1,4': 2, '11,4': 6, '13,4': 4, '14,4': 4, '15,4': 3, '0,5': 7, '1,5': 4, '2,5': 5, '3,5': 8, '4,5': 8, '5,5': 8, '6,5': 7, '7,5': 7, '8,5': 7, '9,5': 8, '10,5': 8, '11,5': 14, '12,5': 7, '13,5': 327, '14,5': 6, '15,5': 5, '0,6': 7, '1,6': 2, '5,6': 1, '7,6': 2, '9,6': 1, '11,6': 7, '13,6': 4, '14,6': 4, '15,6': 5, '0,7': 314, '1,7': 7, '2,7': 6, '3,7': 13, '4,7': 12, '5,7': 13, '6,7': 11, '7,7': 343, '8,7': 343, '9,7': 344, '10,7': 10, '11,7': 10, '12,7': 3, '13,7': 7, '14,7': 6, '15,7': 5, '0,8': 10, '1,8': 7, '2,8': 9, '3,8': 8, '5,8': 1, '9,8': 1, '13,8': 7, '14,8': 5, '15,8': 3, '0,9': 314, '1,9': 10, '2,9': 10, '3,9': 10, '4,9': 10, '5,9': 12, '6,9': 10, '7,9': 10, '8,9': 10, '9,9': 12, '10,9': 10, '11,9': 10, '12,9': 11, '13,9': 11, '14,9': 5, '15,9': 2}",114494,1021.387,13604,0,0
coordination,high_load_6r_30t,high_load_6r_30t.json,29,coordinated,astar,1.0,greedy,static_priority,146,798,73.033,78,0,876,876,0,30,30,"{'T1': 25, 'T10': 37, 'T11': 45, 'T12': 50, 'T13': 60, 'T14': 75, 'T15': 73, 'T16': 80, 'T17': 73, 'T18': 88, 'T19': 94, 'T2': 31, 'T20': 104, 'T21': 88, 'T22': 92, 'T23': 97, 'T24': 114, 'T25': 118, 'T26': 134, 'T27': 112, 'T28': 116, 'T29': 114, 'T3': 13, 'T30': 131, 'T4': 18, 'T5': 18, 'T6': 25, 'T7': 51, 'T8': 60, 'T9': 55}",0.2055,0.5774,0.1155,"{'R1': 5, 'R2': 6, 'R3': 5, 'R4': 5, 'R5': 4, 'R6': 5}","{'0,0': 2, '1,0': 4, '2,0': 4, '3,0': 4, '4,0': 4, '5,0': 5, '6,0': 5, '7,0': 5, '8,0': 5, '9,0': 5, '10,0': 5, '11,0': 6, '12,0': 4, '13,0': 4, '14,0': 3, '15,0': 2, '0,1': 2, '1,1': 3, '2,1': 4, '3,1': 4, '5,1': 1, '11,1': 3, '13,1': 3, '14,1': 4, '15,1': 3, '0,2': 4, '1,2': 4, '2,2': 4, '3,2': 8, '4,2': 8, '5,2': 8, '6,2': 7, '7,2': 7, '8,2': 7, '9,2': 7, '10,2': 6, '11,2': 10, '12,2': 6, '13,2': 7, '14,2': 4, '15,2': 3, '0,3': 4, '1,3': 2, '9,3': 1, '11,3': 5, '13,3': 5, '14,3': 4, '15,3': 3, '0,4': 4, '1,4': 2, '9,4': 1, '11,4': 5, '13,4': 5, '14,4': 4, '15,4': 3, '0,5': 6, '1,5': 5, '2,5': 5, '3,5': 7, '4,5': 7, '5,5': 8, '6,5': 7, '7,5': 7, '8,5': 7, '9,5': 9, '10,5': 9, '11,5': 33, '12,5': 9, '13,5': 26, '14,5': 6, '15,5': 5, '0,6': 6, '1,6': 23, '5,6': 2, '7,6': 2, '9,6': 1, '11,6': 8, '13,6': 4, '14,6': 4, '15,6': 5, '0,7': 8, '1,7': 10, '2,7': 7, '3,7': 13, '4,7': 13, '5,7': 15, '6,7': 12, '7,7': 14, '8,7': 12, '9,7': 13, '10,7': 12, '11,7': 13, '12,7': 6, '13,7': 10, '14,7': 8, '15,7': 5, '0,8': 9, '1,8': 27, '2,8': 11, '3,8': 10, '5,8': 2, '7,8': 1, '9,8': 1, '11,8': 1, '13,8': 9, '14,8': 7, '15,8': 3, '0,9': 9, '1,9': 9, '2,9': 10, '3,9': 12, '4,9': 12, '5,9': 14, '6,9': 12, '7,9': 12, '8,9': 12, '9,9': 14, '10,9': 12, '11,9': 12, '12,9': 12, '13,9': 12, '14,9': 5, '15,9': 2}",14090,191.39,6609,0,0
coordination,high_load_6r_30t,high_load_6r_30t.json,29,coordinated,astar,1.0,greedy,no_micro_replan,145,788,71.867,82,0,870,870,0,30,30,"{'T1': 25, 'T10': 37, 'T11': 45, 'T12': 50, 'T13': 61, 'T14': 75, 'T15': 67, 'T16': 73, 'T17': 80, 'T18': 78, 'T19': 86, 'T2': 31, 'T20': 98, 'T21': 92, 'T22': 101, 'T23': 98, 'T24': 92, 'T25': 119, 'T26': 117, 'T27': 101, 'T28': 124, 'T29': 122, 'T3': 13, 'T30': 131, 'T4': 18, 'T5': 18, 'T6': 25, 'T7': 59, 'T8': 65, 'T9': 55}",0.2069,0.5774,0.1155,"{'R1': 5, 'R2': 5, 'R3': 6, 'R4': 5, 'R5': 4, 'R6': 5}","{'0,0': 2, '1,0': 4, '2,0': 4, '3,0': 7, '4,0': 8, '5,0': 8, '6,0': 5, '7,0': 5, '8,0': 5, '9,0': 5, '10,0': 4, '11,0': 5, '12,0': 3, '13,0': 3, '14,0': 3, '15,0': 2, '0,1': 2, '1,1': 4, '2,1': 5, '3,1': 4, '5,1': 1, '9,1': 1, '11,1': 4, '13,1': 2, '14,1': 4, '15,1': 3, '0,2': 4, '1,2': 4, '2,2': 3, '3,2': 5, '4,2': 5, '5,2': 5, '6,2': 5, '7,2': 5, '8,2': 5, '9,2': 6, '10,2': 6, '11,2': 11, '12,2': 4, '13,2': 5, '14,2': 4, '15,2': 3, '0,3': 4, '1,3': 2, '11,3': 7, '13,3': 4, '14,3': 4, '15,3': 3, '0,4': 4, '1,4': 2, '11,4': 8, '13,4': 5, '14,4': 4, '15,4': 3, '0,5': 6, '1,5': 4, '2,5': 5, '3,5': 8, '4,5': 8, '5,5': 9, '6,5': 8, '7,5': 8, '8,5': 8, '9,5': 10, '10,5': 22, '11,5': 20, '12,5': 11, '13,5': 20, '14,5': 6, '15,5': 4, '0,6': 6, '1,6': 2, '5,6': 3, '9,6': 2, '11,6': 36, '13,6': 6, '14,6': 5, '15,6': 4, '0,7': 23, '1,7': 7, '2,7': 5, '3,7': 12, '4,7': 12, '5,7': 15, '6,7': 12, '7,7': 12, '8,7': 11, '9,7': 14, '10,7': 12, '11,7': 16, '12,7': 6, '13,7': 11, '14,7': 9, '15,7': 5, '0,8': 9, '1,8': 17, '2,8': 10, '3,8': 8, '5,8': 1, '7,8': 1, '9,8': 1, '13,8': 8, '14,8': 7, '15,8': 3, '0,9': 10, '1,9': 12, '2,9': 12, '3,9': 11, '4,9': 11, '5,9': 13, '6,9': 11, '7,9': 11, '8,9': 11, '9,9': 13, '10,9': 11, '11,9': 11, '12,9': 12, '13,9': 12, '14,9': 6, '15,9': 2}",13453,170.435,6413,0,0
coordination,high_load_6r_30t,high_load_6r_30t.json,29,coordinated,astar,1.0,greedy,full,145,788,71.867,82,0,870,870,0,30,30,"{'T1': 25, 'T10': 37, 'T11': 45, 'T12': 50, 'T13': 61, 'T14': 75, 'T15': 67, 'T16': 73, 'T17': 80, 'T18': 78, 'T19': 86, 'T2': 31, 'T20': 98, 'T21': 92, 'T22': 101, 'T23': 98, 'T24': 92, 'T25': 119, 'T26': 117, 'T27': 101, 'T28': 124, 'T29': 122, 'T3': 13, 'T30': 131, 'T4': 18, 'T5': 18, 'T6': 25, 'T7': 59, 'T8': 65, 'T9': 55}",0.2069,0.5774,0.1155,"{'R1': 5, 'R2': 5, 'R3': 6, 'R4': 5, 'R5': 4, 'R6': 5}","{'0,0': 2, '1,0': 4, '2,0': 4, '3,0': 7, '4,0': 8, '5,0': 8, '6,0': 5, '7,0': 5, '8,0': 5, '9,0': 5, '10,0': 4, '11,0': 5, '12,0': 3, '13,0': 3, '14,0': 3, '15,0': 2, '0,1': 2, '1,1': 4, '2,1': 5, '3,1': 4, '5,1': 1, '9,1': 1, '11,1': 4, '13,1': 2, '14,1': 4, '15,1': 3, '0,2': 4, '1,2': 4, '2,2': 3, '3,2': 5, '4,2': 5, '5,2': 5, '6,2': 5, '7,2': 5, '8,2': 5, '9,2': 6, '10,2': 6, '11,2': 11, '12,2': 4, '13,2': 5, '14,2': 4, '15,2': 3, '0,3': 4, '1,3': 2, '11,3': 7, '13,3': 4, '14,3': 4, '15,3': 3, '0,4': 4, '1,4': 2, '11,4': 8, '13,4': 5, '14,4': 4, '15,4': 3, '0,5': 6, '1,5': 4, '2,5': 5, '3,5': 8, '4,5': 8, '5,5': 9, '6,5': 8, '7,5': 8, '8,5': 8, '9,5': 10, '10,5': 22, '11,5': 20, '12,5': 11, '13,5': 20, '14,5': 6, '15,5': 4, '0,6': 6, '1,6': 2, '5,6': 3, '9,6': 2, '11,6': 36, '13,6': 6, '14,6': 5, '15,6': 4, '0,7': 23, '1,7': 7, '2,7': 5, '3,7': 12, '4,7': 12, '5,7': 15, '6,7': 12, '7,7': 12, '8,7': 11, '9,7': 14, '10,7': 12, '11,7': 16, '12,7': 6, '13,7': 11, '14,7': 9, '15,7': 5, '0,8': 9, '1,8': 17, '2,8': 10, '3,8': 8, '5,8': 1, '7,8': 1, '9,8': 1, '13,8': 8, '14,8': 7, '15,8': 3, '0,9': 10, '1,9': 12, '2,9': 12, '3,9': 11, '4,9': 11, '5,9': 13, '6,9': 11, '7,9': 11, '8,9': 11, '9,9': 13, '10,9': 11, '11,9': 11, '12,9': 12, '13,9': 12, '14,9': 6, '15,9': 2}",13453,199.43,6413,0,0
coordination,merge_burst_priority,merge_burst_priority.json,41,coordinated,astar,1.0,greedy,vertex_only,149,9,0.0,441,0,730,450,280,0,4,{},0.0,0.0,0.0,"{'R1': 0, 'R2': 0, 'R3': 0}","{'1,2': 1, '2,2': 1, '3,2': 1, '4,2': 1, '5,2': 149, '6,2': 147, '7,2': 148, '8,2': 1, '9,2': 1}",15881,139.078,3173,0,0
coordination,merge_burst_priority,merge_burst_priority.json,41,coordinated,astar,1.0,greedy,static_priority,149,34,12.0,416,129,732,450,282,1,4,{'T2': 12},0.0067,0.4714,1.4142,"{'R1': 0, 'R2': 1, 'R3': 0}","{'5,1': 1, '6,1': 1, '0,2': 1, '1,2': 3, '2,2': 3, '3,2': 3, '4,2': 3, '5,2': 7, '6,2': 4, '7,2': 4, '8,2': 134, '9,2': 144, '10,2': 142}",1551,13.499,745,0,0
coordination,merge_burst_priority,merge_burst_priority.json,41,coordinated,astar,1.0,greedy,no_micro_replan,27,65,17.5,16,0,81,81,0,4,4,"{'T1': 10, 'T2': 14, 'T3': 22, 'T4': 24}",0.1481,0.4714,0.3536,"{'R1': 1, 'R2': 2, 'R3': 1}","{'5,1': 7, '6,1': 3, '7,1': 5, '0,2': 2, '1,2': 4, '2,2': 4, '3,2': 4, '4,2': 4, '5,2': 7, '6,2': 11, '7,2': 9, '8,2': 8, '9,2': 7, '10,2': 4, '6,3': 1, '7,3': 1}",591,9.158,372,0,0
coordination,merge_burst_priority,merge_burst_priority.json,41,coordinated,astar,1.0,greedy,full,27,65,17.5,16,0,81,81,0,4,4,"{'T1': 10, 'T2': 14, 'T3': 22, 'T4': 24}",0.1481,0.4714,0.3536,"{'R1': 1, 'R2': 2, 'R3': 1}","{'5,1': 7, '6,1': 3, '7,1': 5, '0,2': 2, '1,2': 4, '2,2': 4, '3,2': 4, '4,2': 4, '5,2': 7, '6,2': 11, '7,2': 9, '8,2': 8, '9,2': 7, '10,2': 4, '6,3': 1, '7,3': 1}",591,8.915,372,0,0
coordination,parking_bay_micro_replan,parking_bay_micro_replan.json,13,coordinated,astar,1.0,greedy,vertex_only,10,26,6.75,14,0,42,40,2,4,4,"{'T1': 9, 'T2': 10, 'T3': 4, 'T4': 4}",0.4,0.0,0.0,"{'R1': 1, 'R2': 1, 'R3': 1, 'R4': 1}","{'3,1': 1, '4,1': 3, '5,1': 7, '0,2': 1, '1,2': 2, '2,2': 2, '3,2': 4, '4,2': 4, '5,2': 2, '6,2': 2, '7,2': 2, '8,2': 2, '4,3': 1, '5,3': 7}",182,2.601,121,2,0
coordination,parking_bay_micro_replan,parking_bay_micro_replan.json,13,coordinated,astar,1.0,greedy,static_priority,10,26,6.75,14,0,40,40,0,4,4,"{'T1': 8, 'T2': 10, 'T3': 5, 'T4': 4}",0.4,0.0,0.0,"{'R1': 1, 'R2': 1, 'R3': 1, 'R4': 1}","{'3,1': 1, '4,1': 2, '5,1': 9, '0,2': 1, '1,2': 2, '2,2': 2, '3,2': 3, '4,2': 2, '5,2': 3, '6,2': 2, '7,2': 2, '8,2': 3, '4,3': 1, '5,3': 7}",210,2.958,116,2,0
coordination,parking_bay_micro_replan,parking_bay_micro_replan.json,13,coordinated,astar,1.0,greedy,no_micro_replan,12,29,7.25,19,2,48,48,0,4,4,"{'T1': 12, 'T2': 8, 'T3': 5, 'T4': 4}",0.3333,0.0,0.0,"{'R1': 1, 'R2': 1, 'R3': 1, 'R4': 1}","{'3,1': 3, '4,1': 5, '5,1': 6, '6,1': 2, '0,2': 5, '1,2': 2, '2,2': 2, '3,2': 3, '4,2': 1, '5,2': 5, '6,2': 3, '7,2': 2, '8,2': 1, '5,3': 8}",271,4.221,130,2,0
coordination,parking_bay_micro_replan,parking_bay_micro_replan.json,13,coordinated,astar,1.0,greedy,full,10,29,6.75,11,0,42,40,2,4,4,"{'T1': 10, 'T2': 8, 'T3': 5, 'T4': 4}",0.4,0.0,0.0,"{'R1': 1, 'R2': 1, 'R3': 1, 'R4': 1}","{'3,1': 3, '4,1': 3, '5,1': 4, '6,1': 2, '0,2': 3, '1,2': 2, '2,2': 2, '3,2': 3, '4,2': 1, '5,2': 5, '6,2': 3, '7,2': 2, '8,2': 1, '5,3': 6}",263,3.878,129,2,0
robustness,dynamic_obstacle,dynamic_obstacle.json,31,coordinated,astar,1.0,hungarian,full,11,38,9.5,6,0,44,44,0,4,4,"{'T1': 8, 'T2': 10, 'T3': 10, 'T4': 10}",0.3636,0.0,0.0,"{'R1': 1, 'R2': 1, 'R3': 1, 'R4': 1}","{'4,0': 1, '5,0': 1, '6,0': 1, '7,0': 1, '8,0': 1, '9,0': 1, '1,1': 1, '2,1': 1, '3,1': 1, '4,1': 1, '9,1': 1, '4,2': 1, '5,2': 1, '6,2': 1, '1,3': 2, '2,3': 2, '3,3': 2, '4,3': 2, '5,3': 1, '6,3': 2, '7,3': 2, '8,3': 2, '9,3': 4, '4,4': 1, '5,4': 1, '6,4': 1, '1,5': 1, '2,5': 1, '3,5': 1, '4,5': 1, '6,5': 1, '7,5': 1, '8,5': 1, '9,5': 1}",483,7.631,197,0,8
robustness,stochastic_delay,stochastic_delay.json,11,coordinated,astar,1.0,hungarian,full,32,107,20.625,53,0,160,160,0,8,8,"{'T1': 22, 'T2': 17, 'T3': 13, 'T4': 16, 'T5': 16, 'T6': 27, 'T7': 28, 'T8': 26}",0.25,0.4899,0.3062,"{'R1': 1, 'R2': 2, 'R3': 2, 'R4': 1, 'R5': 2}","{'4,0': 2, '5,0': 2, '6,0': 1, '7,0': 1, '8,0': 1, '9,0': 1, '10,0': 1, '0,1': 1, '1,1': 3, '2,1': 4, '3,1': 3, '4,1': 4, '5,1': 2, '6,1': 2, '7,1': 2, '8,1': 2, '9,1': 5, '10,1': 12, '11,1': 1, '0,2': 3, '9,2': 1, '11,2': 1, '0,3': 1, '2,3': 3, '3,3': 4, '4,3': 3, '5,3': 3, '6,3': 2, '7,3': 2, '8,3': 4, '9,3': 3, '10,3': 2, '11,3': 1, '0,4': 1, '1,4': 14, '5,4': 2, '9,4': 1, '10,4': 2, '11,4': 1, '0,5': 1, '1,5': 1, '5,5': 1, '6,5': 1, '9,5': 1, '10,5': 2, '11,5': 1, '0,6': 1, '1,6': 6, '2,6': 4, '3,6': 3, '4,6': 3, '5,6': 6, '6,6': 5, '7,6': 4, '8,6': 4, '9,6': 4, '10,6': 3, '11,6': 1, '2,7': 1, '5,7': 2, '8,7': 1}",1292,20.303,656,32,0
robustness,stochastic_delay,stochastic_delay.json,17,coordinated,astar,1.0,hungarian,full,31,111,20.0,44,0,155,155,0,8,8,"{'T1': 20, 'T2': 20, 'T3': 13, 'T4': 16, 'T5': 15, 'T6': 27, 'T7': 27, 'T8': 22}",0.2581,0.4899,0.3062,"{'R1': 1, 'R2': 2, 'R3': 2, 'R4': 1, 'R5': 2}","{'5,0': 1, '6,0': 2, '7,0': 1, '8,0': 1, '9,0': 1, '10,0': 1, '0,1': 1, '1,1': 2, '2,1': 3, '3,1': 6, '4,1': 4, '5,1': 3, '6,1': 3, '7,1': 2, '8,1': 3, '9,1': 2, '10,1': 13, '11,1': 1, '0,2': 1, '9,2': 1, '11,2': 1, '0,3': 1, '1,3': 4, '2,3': 6, '3,3': 3, '4,3': 3, '5,3': 3, '6,3': 2, '7,3': 3, '8,3': 2, '9,3': 3, '10,3': 1, '11,3': 1, '0,4': 1, '1,4': 9, '5,4': 1, '9,4': 2, '10,4': 2, '11,4': 1, '0,5': 1, '1,5': 1, '5,5': 2, '6,5': 1, '7,5': 1, '8,5': 1, '9,5': 2, '10,5': 2, '11,5': 1, '0,6': 1, '1,6': 5, '2,6': 4, '3,6': 4, '4,6': 3, '5,6': 4, '6,6': 4, '7,6': 2, '8,6': 3, '9,6': 4, '10,6': 3, '11,6': 1, '2,7': 1, '5,7': 2, '8,7': 1}",1239,23.931,642,21,0
robustness,stochastic_delay,stochastic_delay.json,23,coordinated,astar,1.0,hungarian,full,41,113,21.75,92,0,205,205,0,8,8,"{'T1': 19, 'T2': 18, 'T3': 14, 'T4': 15, 'T5': 17, 'T6': 29, 'T7': 37, 'T8': 25}",0.1951,0.4899,0.3062,"{'R1': 1, 'R2': 2, 'R3': 2, 'R4': 2, 'R5': 1}","{'3,0': 15, '5,0': 1, '6,0': 1, '7,0': 2, '8,0': 1, '9,0': 1, '10,0': 1, '0,1': 1, '1,1': 6, '2,1': 6, '3,1': 10, '4,1': 3, '5,1': 3, '6,1': 2, '7,1': 7, '8,1': 2, '9,1': 2, '10,1': 24, '11,1': 2, '0,2': 1, '1,2': 1, '9,2': 1, '11,2': 1, '0,3': 1, '1,3': 1, '2,3': 14, '3,3': 4, '4,3': 4, '5,3': 3, '6,3': 2, '7,3': 2, '8,3': 2, '9,3': 3, '10,3': 2, '11,3': 1, '0,4': 1, '1,4': 1, '5,4': 1, '9,4': 2, '10,4': 1, '11,4': 1, '0,5': 1, '1,5': 1, '5,5': 3, '6,5': 2, '7,5': 1, '8,5': 1, '9,5': 2, '10,5': 3, '11,5': 1, '0,6': 1, '1,6': 14, '2,6': 4, '3,6': 3, '4,6': 3, '5,6': 5, '6,6': 3, '7,6': 2, '8,6': 3, '9,6': 4, '10,6': 3, '11,6': 1, '2,7': 1, '5,7': 2, '8,7': 1}",1463,23.753,705,35,0
robustness,stochastic_delay,stochastic_delay.json,31,coordinated,astar,1.0,hungarian,full,34,109,21.375,61,0,170,170,0,8,8,"{'T1': 21, 'T2': 21, 'T3': 14, 'T4': 15, 'T5': 15, 'T6': 29, 'T7': 27, 'T8': 29}",0.2353,0.4899,0.3062,"{'R1': 1, 'R2': 2, 'R3': 2, 'R4': 1, 'R5': 2}","{'5,0': 1, '6,0': 1, '7,0': 1, '8,0': 1, '9,0': 2, '10,0': 1, '0,1': 1, '1,1': 2, '2,1': 3, '3,1': 3, '4,1': 3, '5,1': 3, '6,1': 4, '7,1': 2, '8,1': 3, '9,1': 3, '10,1': 15, '11,1': 1, '0,2': 1, '9,2': 1, '11,2': 1, '0,3': 1, '1,3': 2, '2,3': 2, '3,3': 4, '4,3': 3, '5,3': 4, '6,3': 3, '7,3': 4, '8,3': 4, '9,3': 7, '10,3': 2, '11,3': 1, '0,4': 3, '1,4': 15, '5,4': 1, '9,4': 1, '10,4': 1, '11,4': 2, '0,5': 1, '1,5': 1, '5,5': 2, '6,5': 1, '9,5': 1, '10,5': 1, '11,5': 1, '0,6': 1, '1,6': 7, '2,6': 6, '3,6': 3, '4,6': 4, '5,6': 4, '6,6': 3, '7,6': 5, '8,6': 4, '9,6': 4, '10,6': 3, '11,6': 1, '2,7': 1, '5,7': 2, '8,7': 1}",1298,22.005,686,34,0
robustness,stochastic_delay,stochastic_delay.json,37,coordinated,astar,1.0,hungarian,full,37,112,22.5,73,0,187,185,2,8,8,"{'T1': 20, 'T2': 23, 'T3': 14, 'T4': 13, 'T5': 18, 'T6': 32, 'T7': 33, 'T8': 27}",0.2162,0.4899,0.3062,"{'R1': 1, 'R2': 2, 'R3': 2, 'R4': 2, 'R5': 1}","{'2,0': 1, '5,0': 1, '6,0': 1, '7,0': 1, '8,0': 1, '9,0': 1, '10,0': 1, '0,1': 1, '1,1': 18, '2,1': 4, '3,1': 4, '4,1': 3, '5,1': 6, '6,1': 6, '7,1': 4, '8,1': 2, '9,1': 3, '10,1': 19, '11,1': 1, '0,2': 1, '1,2': 2, '9,2': 1, '11,2': 2, '0,3': 1, '1,3': 1, '2,3': 9, '3,3': 3, '4,3': 3, '5,3': 9, '6,3': 2, '7,3': 3, '8,3': 1, '9,3': 3, '11,3': 2, '0,4': 1, '1,4': 1, '5,4': 1, '7,4': 1, '9,4': 2, '11,4': 1, '0,5': 1, '1,5': 1, '5,5': 2, '6,5': 1, '7,5': 3, '8,5': 2, '9,5': 3, '10,5': 2, '11,5': 1, '0,6': 1, '1,6': 7, '2,6': 4, '3,6': 3, '4,6': 3, '5,6': 4, '6,6': 3, '7,6': 2, '8,6': 3, '9,6': 4, '10,6': 2, '11,6': 1, '2,7': 1, '5,7': 2, '8,7': 1}",1553,23.277,712,38,0
